vac_sus_dose1,vac_herd_dose_1,inf_dose_1,dead_dose_1,hosp_dose_1,icu_dose_1,vac_sus_dose_2,vac_herd_dose_2,inf_dose_2,dead_dose_2,hosp_dose_2,icu_dose_2,inf_n_vac,dead_n_vac,hosp_n_vac,icu_n_vac
0,0,0,0,0,0,4891,1097,19,0,0,1,15,0,1,0
0,0,0,0,0,0,4921,1060,17,0,2,1,10,0,2,0
0,0,0,0,0,0,4947,1080,68,0,3,1,66,1,2,1
0,0,0,0,0,0,4890,1104,5,0,0,1,1,0,0,0
0,0,0,0,0,0,4834,1121,336,0,7,4,358,3,8,0
0,0,0,0,0,0,4938,1067,4,0,0,0,2,0,0,0
1,0,1,1,0,1,4976,1059,168,0,4,2,140,0,1,0
0,0,0,0,0,0,4885,1062,274,0,8,0,243,3,2,1
0,0,0,0,0,0,4897,1106,129,0,4,0,141,0,2,2
0,0,0,0,0,0,4886,1113,3,0,0,0,1,0,0,0
0,0,0,0,0,0,4892,1105,275,0,4,2,338,2,6,3
0,0,0,0,0,0,4874,1109,28,0,1,0,28,0,1,0
0,0,0,0,0,0,4912,1075,108,0,2,0,181,0,0,0
0,0,0,0,0,0,4874,1106,61,0,0,0,67,1,1,0
0,0,0,0,0,0,4874,1080,94,0,2,0,74,1,1,0
0,0,0,0,0,0,4938,1074,118,0,4,0,100,0,2,3
1,0,1,1,0,0,4893,1099,71,0,2,1,72,0,0,1
0,0,0,0,0,0,4875,1104,12,0,0,0,4,0,0,0
1,0,1,1,0,1,4903,1076,39,0,1,1,66,1,0,0
1,0,1,1,0,0,4885,1116,181,0,3,2,208,2,2,0
0,0,0,0,0,0,4869,1105,154,0,2,0,157,2,3,0
0,0,0,0,0,0,4858,1098,136,0,3,2,135,0,2,0
1,0,1,1,0,0,4938,1110,52,0,1,2,63,2,1,0
0,0,0,0,0,0,4928,1095,21,0,0,1,15,0,1,0
0,0,0,0,0,0,4859,1144,98,0,3,1,119,1,1,1
0,0,0,0,0,0,4875,1108,6,0,1,0,1,0,0,0
0,0,0,0,0,0,4892,1094,81,0,2,0,134,1,0,2
0,0,0,0,0,0,4815,1116,9,0,0,1,5,0,0,0
0,0,0,0,0,0,4913,1075,258,0,4,1,329,2,2,3
0,0,0,0,0,0,4863,1097,23,0,1,0,17,0,1,0
0,0,0,0,0,0,4945,1078,44,0,3,0,48,0,0,0
0,0,0,0,0,0,4943,1107,109,0,3,1,107,2,8,0
0,0,0,0,0,0,4895,1088,46,0,1,1,44,0,0,0
1,0,1,1,1,0,4880,1078,149,0,2,2,135,1,3,1
0,0,0,0,0,0,4893,1084,216,0,6,2,196,4,2,1
0,0,0,0,0,0,4984,1069,80,0,2,0,42,0,0,0
0,0,0,0,0,0,4865,1109,134,0,3,5,158,2,2,0
1,0,1,1,1,0,4957,1093,62,0,0,0,31,0,1,0
0,0,0,0,0,0,4913,1095,204,0,1,1,223,0,4,3
0,0,0,0,0,0,4912,1064,1,0,0,0,3,0,0,0
1,0,1,1,0,0,4979,1069,130,0,1,1,166,1,1,0
0,0,0,0,0,0,4922,1104,202,0,2,1,247,1,3,1
1,0,1,1,0,0,4864,1092,40,0,1,0,47,2,0,1
0,0,0,0,0,0,4855,1080,30,0,2,0,15,0,0,0
0,0,0,0,0,0,4936,1083,76,0,4,1,57,0,1,0
0,0,0,0,0,0,4922,1079,3,0,0,0,9,0,0,0
0,0,0,0,0,0,4855,1090,28,0,0,1,21,1,0,1
0,0,0,0,0,0,4975,1099,126,0,2,1,158,0,5,4
0,0,0,0,0,0,4905,1109,113,0,1,0,96,1,4,2
1,0,1,1,0,0,4897,1102,70,0,0,2,63,0,1,1
0,0,0,0,0,0,4910,1065,120,0,3,1,103,1,2,0
2,0,2,2,1,0,4957,1065,118,0,5,0,149,1,0,0
0,0,0,0,0,0,4908,1091,35,0,2,1,38,0,0,1
0,0,0,0,0,0,4927,1105,21,0,2,0,13,0,0,0
0,0,0,0,0,0,4927,1074,39,0,0,1,30,0,0,0
0,0,0,0,0,0,4917,1089,145,0,4,1,154,0,3,4
0,0,0,0,0,0,4892,1084,20,0,0,0,23,0,0,0
0,0,0,0,0,0,4855,1117,8,0,0,0,7,0,0,0
3,0,3,3,1,0,4953,1086,231,0,8,0,229,2,4,2
0,0,0,0,0,0,4915,1091,209,0,1,0,221,0,4,5
0,0,0,0,0,0,4863,1109,144,0,4,3,164,3,2,0
2,0,2,2,0,0,4884,1083,117,0,6,1,114,0,1,1
0,0,0,0,0,0,4888,1088,78,0,2,0,49,2,2,1
0,0,0,0,0,0,4881,1108,57,0,1,0,54,1,1,0
0,0,0,0,0,0,4900,1089,28,0,1,0,21,1,1,0
1,0,1,1,1,0,4960,1087,113,0,0,0,155,0,1,3
1,0,1,1,1,0,4862,1089,280,0,6,7,267,1,2,5
0,0,0,0,0,0,4833,1119,25,0,1,0,23,1,1,1
0,0,0,0,0,0,4906,1096,190,0,3,0,303,2,3,0
0,0,0,0,0,0,4831,1119,30,0,1,0,12,1,0,0
0,0,0,0,0,0,4954,1110,12,0,0,0,8,0,0,0
1,0,1,1,0,0,4959,1108,168,0,1,1,131,0,0,1
1,0,1,1,0,0,4874,1106,183,0,4,1,191,2,2,3
0,0,0,0,0,0,4979,1082,2,0,0,0,3,0,0,0
1,0,1,1,0,0,4844,1098,165,0,4,2,144,2,1,2
