vac_sus_dose1,vac_herd_dose_1,inf_dose_1,dead_dose_1,hosp_dose_1,icu_dose_1,vac_sus_dose_2,vac_herd_dose_2,inf_dose_2,dead_dose_2,hosp_dose_2,icu_dose_2,inf_n_vac,dead_n_vac,hosp_n_vac,icu_n_vac
0,0,0,0,0,0,4891,1097,19,0,0,1,15,0,1,0
0,0,0,0,0,0,4921,1060,17,0,2,1,10,0,2,0
0,0,0,0,0,0,4947,1080,68,0,3,1,66,1,2,1
0,0,0,0,0,0,4890,1104,5,0,0,1,1,0,0,0
0,0,0,0,0,0,4834,1121,335,0,8,4,372,3,8,1
0,0,0,0,0,0,4938,1067,4,0,0,0,2,0,0,0
1,0,1,1,0,1,4976,1059,167,0,4,2,143,0,1,0
0,0,0,0,0,0,4885,1062,250,0,7,0,218,3,1,2
0,0,0,0,0,0,4897,1106,116,0,4,0,126,0,2,2
0,0,0,0,0,0,4886,1113,3,0,0,0,1,0,0,0
1,0,1,1,0,0,4891,1105,279,0,4,4,378,2,5,2
0,0,0,0,0,0,4874,1109,28,0,1,0,28,0,1,0
0,0,0,0,0,0,4912,1075,105,0,2,0,170,0,0,0
0,0,0,0,0,0,4874,1106,61,0,0,0,67,1,1,0
0,0,0,0,0,0,4874,1080,94,0,2,0,74,1,1,0
0,0,0,0,0,0,4938,1074,119,0,4,0,104,0,2,3
1,0,1,1,0,0,4893,1099,72,0,2,1,76,0,0,1
0,0,0,0,0,0,4875,1104,12,0,0,0,4,0,0,0
1,0,1,1,0,1,4903,1076,39,0,1,1,66,1,0,0
1,0,1,1,0,0,4885,1116,164,0,3,2,167,2,0,0
0,0,0,0,0,0,4869,1105,151,0,2,0,162,2,3,0
0,0,0,0,0,0,4858,1098,133,0,3,2,126,0,2,0
1,0,1,1,0,0,4938,1110,34,0,1,2,48,2,0,0
0,0,0,0,0,0,4928,1095,21,0,0,1,15,0,1,0
0,0,0,0,0,0,4859,1144,95,0,3,1,119,1,0,1
0,0,0,0,0,0,4875,1108,6,0,1,0,1,0,0,0
0,0,0,0,0,0,4892,1094,96,0,4,0,195,1,1,3
0,0,0,0,0,0,4815,1116,9,0,0,1,5,0,0,0
0,0,0,0,0,0,4913,1075,239,0,4,1,290,2,2,3
0,0,0,0,0,0,4863,1097,23,0,1,0,17,0,1,0
0,0,0,0,0,0,4945,1078,44,0,3,0,48,0,0,0
0,0,0,0,0,0,4943,1107,105,0,3,1,90,2,6,0
0,0,0,0,0,0,4895,1088,46,0,1,1,44,0,0,0
1,0,1,1,1,0,4880,1078,149,0,2,2,136,1,3,1
0,0,0,0,0,0,4893,1084,236,0,6,2,234,5,2,2
0,0,0,0,0,0,4984,1069,80,0,2,0,42,0,0,0
0,0,0,0,0,0,4865,1109,127,0,3,5,140,1,2,0
1,0,1,1,1,0,4957,1093,62,0,0,0,31,0,1,0
0,0,0,0,0,0,4913,1095,204,0,1,1,268,0,5,2
0,0,0,0,0,0,4912,1064,1,0,0,0,3,0,0,0
1,0,1,1,0,0,4979,1069,121,0,1,1,139,1,1,0
0,0,0,0,0,0,4922,1104,179,0,3,1,193,1,3,1
1,0,1,1,0,0,4864,1092,40,0,1,0,47,2,0,1
0,0,0,0,0,0,4855,1080,30,0,2,0,15,0,0,0
0,0,0,0,0,0,4936,1083,76,0,4,1,57,0,1,0
0,0,0,0,0,0,4922,1079,3,0,0,0,9,0,0,0
0,0,0,0,0,0,4855,1090,28,0,0,1,21,1,0,1
0,0,0,0,0,0,4975,1099,139,0,2,1,190,0,4,3
0,0,0,0,0,0,4905,1109,113,0,1,0,88,1,4,1
1,0,1,1,0,0,4897,1102,70,0,0,2,63,0,1,1
0,0,0,0,0,0,4910,1065,125,0,3,1,104,1,2,0
2,0,2,2,1,0,4957,1065,118,0,5,0,149,1,0,0
0,0,0,0,0,0,4908,1091,35,0,2,1,38,0,0,1
0,0,0,0,0,0,4927,1105,21,0,2,0,13,0,0,0
0,0,0,0,0,0,4927,1074,39,0,0,1,30,0,0,0
0,0,0,0,0,0,4917,1089,147,0,4,1,166,0,3,4
0,0,0,0,0,0,4892,1084,20,0,0,0,23,0,0,0
0,0,0,0,0,0,4855,1117,8,0,0,0,7,0,0,0
3,0,3,3,1,0,4953,1086,241,0,8,0,235,2,4,2
0,0,0,0,0,0,4915,1091,255,0,1,0,348,0,5,5
0,0,0,0,0,0,4863,1109,144,0,4,3,164,3,2,0
2,0,2,2,0,0,4884,1083,116,0,6,1,117,0,1,1
0,0,0,0,0,0,4888,1088,78,0,2,0,49,2,2,1
0,0,0,0,0,0,4881,1108,57,0,1,0,54,1,1,0
0,0,0,0,0,0,4900,1089,28,0,1,0,21,1,1,0
1,0,1,1,1,0,4960,1087,114,0,0,0,163,0,1,3
1,0,1,1,1,0,4862,1089,305,0,6,7,293,1,2,5
0,0,0,0,0,0,4833,1119,25,0,1,0,23,1,1,1
0,0,0,0,0,0,4906,1096,171,0,3,1,219,2,1,0
0,0,0,0,0,0,4831,1119,30,0,1,0,12,1,0,0
0,0,0,0,0,0,4954,1110,12,0,0,0,8,0,0,0
1,0,1,1,0,0,4959,1108,164,0,1,1,128,0,0,1
1,0,1,1,0,0,4874,1106,182,0,4,1,190,2,2,3
0,0,0,0,0,0,4979,1082,2,0,0,0,3,0,0,0
1,0,1,1,0,0,4844,1098,159,0,4,2,137,2,1,2
