vac_sus_dose1,vac_herd_dose_1,inf_dose_1,dead_dose_1,hosp_dose_1,icu_dose_1,vac_sus_dose_2,vac_herd_dose_2,inf_dose_2,dead_dose_2,hosp_dose_2,icu_dose_2,inf_n_vac,dead_n_vac,hosp_n_vac,icu_n_vac
0,0,0,0,0,0,4891,1097,19,0,0,1,15,0,1,0
0,0,0,0,0,0,4921,1060,17,0,2,1,10,0,2,0
1,0,1,1,0,0,4946,1080,30,0,1,0,41,1,0,1
0,0,0,0,0,0,4890,1104,5,0,0,1,1,0,0,0
1,0,1,1,0,0,4833,1121,321,0,11,4,326,3,5,1
0,0,0,0,0,0,4938,1067,4,0,0,0,2,0,0,0
1,0,1,1,1,0,4976,1059,112,0,0,0,86,0,2,1
0,0,0,0,0,0,4885,1062,166,0,8,0,141,2,0,0
0,0,0,0,0,0,4897,1106,57,0,3,0,51,0,2,0
0,0,0,0,0,0,4886,1113,3,0,0,0,1,0,0,0
1,0,1,1,0,1,4892,1105,188,0,5,1,170,1,1,1
0,0,0,0,0,0,4874,1109,28,0,1,0,28,0,1,0
0,0,0,0,0,0,4912,1075,196,0,4,0,221,1,3,0
0,0,0,0,0,0,4874,1106,289,0,3,3,313,1,6,0
0,0,0,0,0,0,4873,1080,150,0,5,2,90,2,1,1
0,0,0,0,0,0,4938,1074,164,0,3,0,122,0,2,0
2,0,2,2,1,0,4892,1099,165,1,5,3,110,0,1,1
0,0,0,0,0,0,4875,1104,12,0,0,0,4,0,0,0
1,0,1,1,0,1,4903,1076,39,0,1,1,66,1,0,0
1,0,1,1,0,0,4885,1116,275,0,6,1,288,4,4,0
0,0,0,0,0,0,4869,1105,66,0,1,0,55,1,3,0
0,0,0,0,0,0,4858,1098,125,0,1,1,103,0,1,1
1,0,1,1,0,0,4938,1110,41,0,1,2,54,2,0,0
0,0,0,0,0,0,4928,1095,21,0,0,1,15,0,1,0
1,0,1,1,0,0,4858,1144,197,0,5,1,258,1,3,2
0,0,0,0,0,0,4875,1108,6,0,1,0,1,0,0,0
2,0,2,2,0,0,4890,1094,146,0,3,1,154,1,0,2
0,0,0,0,0,0,4815,1116,9,0,0,1,5,0,0,0
1,0,1,1,0,0,4912,1075,151,0,0,5,140,1,4,0
0,0,0,0,0,0,4863,1097,23,0,1,0,17,0,1,0
0,0,0,0,0,0,4945,1078,25,0,2,0,27,0,0,0
0,0,0,0,0,0,4943,1107,92,0,2,1,68,2,3,0
1,0,1,1,1,0,4894,1088,202,0,2,3,274,0,4,2
3,0,3,3,1,1,4878,1078,147,0,2,2,141,1,5,1
0,0,0,0,0,0,4895,1084,186,0,5,2,229,2,4,1
0,0,0,0,0,0,4984,1069,83,0,2,0,45,0,0,0
1,0,1,1,0,0,4864,1109,130,0,4,4,131,0,2,1
1,0,1,1,1,0,4957,1093,90,0,0,0,56,0,1,0
2,0,2,2,0,0,4911,1095,142,0,2,3,144,0,1,1
0,0,0,0,0,0,4912,1064,1,0,0,0,3,0,0,0
1,0,1,1,0,0,4979,1069,131,0,1,1,148,2,3,1
0,0,0,0,0,0,4922,1104,226,0,3,1,233,1,3,1
0,0,0,0,0,0,4865,1092,55,0,2,0,76,2,1,1
0,0,0,0,0,0,4855,1080,30,0,2,0,15,0,0,0
0,0,0,0,0,0,4936,1083,76,0,4,1,57,0,1,0
0,0,0,0,0,0,4922,1079,3,0,0,0,9,0,0,0
0,0,0,0,0,0,4855,1090,28,0,0,1,21,1,0,1
0,0,0,0,0,0,4975,1099,132,0,3,0,97,0,5,1
0,0,0,0,0,0,4905,1109,114,0,2,0,93,1,3,1
1,0,1,1,0,0,4897,1102,73,0,1,2,63,0,1,1
0,0,0,0,0,0,4910,1065,84,0,3,1,64,1,2,0
0,0,0,0,0,0,4958,1065,172,0,7,2,212,2,2,1
0,0,0,0,0,0,4908,1091,43,0,3,1,38,0,0,0
0,0,0,0,0,0,4927,1105,21,0,2,0,13,0,0,0
0,0,0,0,0,0,4927,1074,60,0,0,1,41,0,2,0
1,0,1,1,0,0,4916,1089,225,0,4,3,282,0,5,4
0,0,0,0,0,0,4892,1084,20,0,0,0,23,0,0,0
0,0,0,0,0,0,4855,1117,8,0,0,0,7,0,0,0
2,0,2,2,0,0,4954,1086,319,0,9,2,316,3,2,6
0,0,0,0,0,0,4915,1091,317,0,6,0,398,0,5,4
0,0,0,0,0,0,4863,1109,149,0,4,4,142,3,1,0
3,0,3,3,0,1,4883,1083,147,0,6,1,141,0,1,1
0,0,0,0,0,0,4889,1088,193,0,6,1,231,1,2,1
0,0,0,0,0,0,4880,1108,66,0,2,0,68,2,2,0
0,0,0,0,0,0,4900,1089,28,0,1,0,21,1,1,0
3,0,3,3,2,0,4958,1087,195,0,0,0,298,0,2,5
0,0,0,0,0,0,4863,1089,368,0,9,8,337,1,4,5
0,0,0,0,0,0,4833,1119,26,0,1,0,23,1,1,1
0,0,0,0,0,0,4906,1096,84,0,3,0,92,2,1,1
0,0,0,0,0,0,4831,1119,30,0,1,0,12,1,0,0
0,0,0,0,0,0,4954,1110,12,0,0,0,8,0,0,0
1,0,1,1,0,0,4959,1108,183,0,3,1,161,0,1,0
1,0,1,1,0,0,4874,1106,161,0,4,1,167,2,2,3
0,0,0,0,0,0,4979,1082,2,0,0,0,3,0,0,0
4,0,4,4,1,0,4842,1098,322,0,9,4,344,1,4,5
